Ana Kamera FlaÅŸ,Ana Kamera Flaş,Ana Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ana Kamera Çözünürlük Aralığı,Arka Kamera SayÄ±sÄ±,Arka Kamera Sayısı,ArttÄ±rÄ±labilir HafÄ±za (HafÄ±za KartÄ± DesteÄŸi),Arttırılabilir Hafıza (Hafıza Kartı Desteği),Ağırlık,Batarya Kapasitesi AralÄ±ÄŸÄ±,Batarya Kapasitesi Aralığı,BaÄŸlantÄ±lar,Bağlantılar,Bluetooth,CPU AralÄ±k,CPU Aralık,Cep Telefonu Modeli,Dahili HafÄ±za,Dahili Hafıza,Dokunmatik Ekran,Ekran Boyut AralÄ±ÄŸÄ±,Ekran Boyut Aralığı,Ekran Boyutu,Ekran Boyutu Aralığı,Ekran Cinsi,Ekran Teknolojisi,Ekran Yenileme HÄ±zÄ±,Ekran Yenileme Hızı,Ekran Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ekran Çözünürlüğü,GPS,Garanti SÃ¼resi,Garanti Süresi,Garanti Tipi,GÃ¶rÃ¼ntÃ¼ Teknolojisi,GÃ¶rÃ¼ntÃ¼lÃ¼ KonuÅŸma,Görüntü Teknolojisi,Görüntülü Konuşma,Kablosuz Åžarj,Kablosuz Şarj,Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Kamera Çözünürlüğü,Kozmetik Durum,KulaklÄ±k GiriÅŸi,Kulaklık Girişi,Mobil BaÄŸlantÄ± HÄ±zÄ±,Mobil Bağlantı Hızı,NFC,Parmak Ä°zi Okuyucu,Parmak İzi Okuyucu,Pil GÃ¼cÃ¼ (mAh),Pil Gücü (mAh),RAM Kapasitesi,Radio,Renk,Suya/Toza DayanÄ±klÄ±lÄ±k,Suya/Toza Dayanıklılık,Video KayÄ±t Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Video Kayıt Çözünürlüğü,YÃ¼z TanÄ±ma,Yüz Tanıma,Ã–n Kamera FlaÅŸ,Ã–n Kamera SayÄ±sÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ã‡ift Hat,Ä°ÅŸlemci MarkasÄ±,Ä°ÅŸletim Sistemi,Åžarj GiriÅŸi,Åžarj HÄ±zÄ±,Çift Hat,Ön Kamera Flaş,Ön Kamera Sayısı,Ön Kamera Çözünürlük Aralığı,Ön Kamera Çözünürlüğü,İşlemci Markası,İşletim Sistemi,Şarj Girişi,Şarj Hızı,url,price,brands
,Var,,40 - 60 MP,,2,,Var,,,4000-4500 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,iPhone 15 Plus,,128 GB,Var,,6'' - 6.5'',"6,7 inç",,OLED,QLED,,60 Hz,,QHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,4000 - 5000,6 GB,Yok,Mavi,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Yok,1,40 - 60 MP,12 MP,Apple,iOS,USB Type-C,80-100 W,https://www.trendyol.com//apple/iphone-15-plus-128-gb-mavi-p-762254874,56.999 TL,Apple
,Var,,60 - 80 MP,,3,,Yok,,,5000-6000 mAh,,,Var,,,,,256 GB,Var,,6.5'' - 7'',"6,8 inç",,AMOLED,FHD+,,120 Hz,,,,,2 Yıl,Resmi Distribütör Garantili,,,,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,5000 ve üstü,8 GB,,Gri,,Yok,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,,1,20 - 40 MP,,MediaTek,Android,USB Type-C,40-60 W,https://www.trendyol.com//tecno/phantom-x2-5g-ad8-8-256-gb-star-grey-turkiye-garantili-p-689235698,19.149 TL,Tecno
,Var,,40 - 60 MP,,3,,Var,,,5000-6000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,Galaxy S23,,256 GB,Var,,6.5'' - 7'',"6,1 inç",,AMOLED,Dinamik AMOLED,,120 Hz,,FHD+,Var,,2 Yıl,Samsung TR Garantili,,,,Var,,Var,,50 MP + 12 MP + 10 MP,,,USB Type-C,,5G,Var,,Var,,3900,8 GB,Yok,Bej,,Var,,4320p (Ultra HD) 8K,,Var,,,,,,,,,,Var,Var,1,10 - 15 MP,12 MP,Qualcomm,Android,USB Type-C,20-40 W,https://www.trendyol.com//samsung/galaxy-s23-256-gb-krem-cep-telefonu-samsung-turkiye-garantili-p-635097859,29.999 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-15-pro-256-gb-siyah-titanyum-p-762254832,71.999 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-xs-64-gb-gumus-cep-telefonu-12-ay-garantili-b-kalite-p-653345706,14.899 TL,Apple
Var,,60 - 80 MP,,3,,Yok,,,5000-6000 mAh,,,,Var,,,,512 GB,,Var,6.5'' - 7'',,"6,67 inÃ§",,OLED,QHD+,120 Hz,,QHD+,,,2 YÄ±l,,Xiaomi TÃ¼rkiye Garantili,,Var,,,Var,,64 MP + 12 MP + 5 MP + 5 MP,,,USB Type-C,,5G,,Var,Var,,5160,,12 GB,,Siyah,Var,,4320p (Ultra HD) 8K,,Var,,,1,15 - 20 MP,16 MP,Var,Qualcomm,Android,USB Type-C,60-80 W,,,,,,,,,,https://www.trendyol.com//poco/f5-pro-512-gb-12-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-734337592,26.399 TL,POCO
,,,60 - 80 MP,,1,,,,,4500-5000 mAh,,,,,,,,128 GB,Var,,7'' Üstü,"4 - 4,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,5G,Var,,,,1500 ve altı,6 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//realme/9-pro-rmx3472-6gb-128-gb-midnight-black-p-676222836,"8.645,99 TL",realme
,,40 - 60 MP,,3,,,,,4500-5000 mAh,,Bluetooth,,Var,2.0-2.5 GHz,,,256 GB,,Var,6.5'' - 7'',,6 - 8 inÃ§,,,FHD+,,,FHD+,,,2 YÄ±l,,Casper TÃ¼rkiye Garantili,,Var,,,,,20 MP ve Ã¼stÃ¼,,,3.5 mm,,4.5G,,Var,Var,,4000 - 5000,,8 GB,,Siyah,Yok,,,,Var,,,1,5 - 10 MP,8 - 14 MP,Var,MediaTek,Android,USB Type-C,,,,,,,,,,,https://www.trendyol.com//casper/via-x30-plus-platin-antrasit-8gb-ram-256-gb-smartphone-p-658592182,8.444 TL,Casper
,Var,,10 - 15 MP,,4,,Var,,,5000-6000 mAh,,,Var,,,,,64 GB,Var,,6'' - 6.5'',6 inç ve üstü,,LCD,HD+,,,,HD+,,,2 Yıl,Resmi Distribütör Garantili,,,LCD,,,Yok,,10 - 15 MP,,,3.5 mm,,4.5G,Yok,,,,5000 ve üstü,4 GB,,Mavi,,Var,,,,,,,,,,,,,,Var,Yok,1,10 - 15 MP,8 - 14 MP,,Android,Micro-USB,,https://www.trendyol.com//realme/c21y-64-mavi-cep-telefonu-realme-turkiye-garantili-p-208953303,4.550 TL,realme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-note-8-64-gb-4-gb-ram-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-31861679,5.249 TL,Xiaomi
,Var,,10 - 15 MP,,2,,Yok,,,3000-3500 mAh,,Wireless,Var,,1.5-2.0 GHz,iPhone 14,,128 GB,Var,,6'' - 6.5'',"6,1 inç",,FHD Süper AMOLED,Dinamik AMOLED,,120 Hz,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,AMOLED,Var,,Var,,12 MP + 12 MP,,,Lightning,,5G,Var,,Var,,3279,6 GB,Var,Mor,,Var,,1080p (Full HD),,Var,,,,,,,,,,Var,Var,1,10 - 15 MP,12 MP,Apple,iOS,Lightning,20-40 W,https://www.trendyol.com//apple/iphone-14-128-gb-mor-p-355707172,44.299 TL,Apple
,,,15 - 20 MP,,2,,,,,4500-5000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',"6,7 inç",,,,,,,,,,2 Yıl,Xiaomi Türkiye Garantili,,,,,,,,5 - 10 MP,,,USB Type-C,,4.5G,Yok,,,,2800 ve üstü,4 GB,,Gri,,Yok,,,,,,,,,,,,,,Yok,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//omix/x5-4-4-128-gb-p-733005356,5.133 TL,omix
,,,15 - 20 MP,,1,,Yok,,,4000-4500 mAh,,Wi-Fi,Var,,,Galaxy Z Flip4,,128 GB,Var,,7'' Üstü,"4 - 4,5 inç",,Super AMOLED,QHD+,,,,,Var,,2 Yıl,Samsung TR Garantili,,,,Var,,Var,,5 MP ve altı,,,3.5 mm,,4.5G,Var,,Var,,1500 ve altı,8 GB,Yok,Gri,,Var,,,,Var,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-z-flip4-128-gb-gri-cep-telefonu-samsung-turkiye-garantili-p-338604743,28.290 TL,Samsung
,,,12 MP,,,,,,,,,,,,,,,128 GB,,,,"6,7 inç",,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,8 GB,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-samsung-galaxy-z-flip3-128gb-siyah-a-kalite-p-787212412,18.999 TL,Apple
,,,12 MP,,,,,,,,,,Var,,,,,128 GB,,,,"5 - 5,5 inç",,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,2 GB,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-z-flip-3-128gb-lavanta-yenilenmis-mukemmel-p-768941948,23.000 TL,Samsung
Var,,40 - 60 MP,,3,,Var,,,3000-3500 mAh,,Wi-Fi,,Var,2.5-3.2 GHz,,iPhone 15 Pro,128 GB,,Var,6'' - 6.5'',,"6,1 inÃ§",,OLED,QLED,60 Hz,,QHD+,,Var,2 YÄ±l,,Apple TÃ¼rkiye Garantili,OLED,Var,,,Yok,,20 MP ve Ã¼stÃ¼,,,USB Type-C,,5G,,Var,Var,,3000 - 4000,,8 GB,Yok,Mavi,Var,,4320p (Ultra HD) 8K,,Var,,Yok,1,40 - 60 MP,12 MP,Var,Apple,iOS,USB Type-C,60-80 W,,,,,,,,,,https://www.trendyol.com//apple/iphone-15-pro-128-gb-mavi-cep-telefonu-apple-turkiye-garantili-p-762254863,68.999 TL,Apple
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,,,64 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Var,,,,1500 ve altı,8 GB,,Mavi,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//omix/x400-8gb-ram-4gb-4gb-64-gb-hafiza-kvk-garantili-p-350380906,4.299 TL,omix
,,,12 MP,,,,,,,,,,,,,,,128 GB,,,,"6,1 inç",,,,,,,,,,1 Yıl,,,,,,,,,,C seviye-İyi,,,,,,,,,,6 GB,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-13-128-gb-mavi-p-676520630,33.999 TL,Apple
,Var,,60 - 80 MP,,1,,Var,,,4000-4500 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,Galaxy A52,,128 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,Super AMOLED,FHD+,,90 Hz,,,Var,,2 Yıl,Samsung TR Garantili,,,,Var,,Yok,,5 MP ve altı,,,3.5 mm,,4.5G,Var,,Var,,4000 - 5000,8 GB,Var,Mor,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,4,60 - 80 MP,,Samsung,Android,USB Type-C,20-40 W,https://www.trendyol.com//samsung/galaxy-a52-128-gb-mor-cep-telefonu-samsung-turkiye-garantili-p-100274021,15.450 TL,Samsung
,Var,,5 - 10 MP,,1,,,,,4500-5000 mAh,,,Var,,2.0-2.5 GHz,X5 Pro,,256 GB,Var,,6.5'' - 7'',6 inç ve üstü,,AMOLED,FHD+,,120 Hz,,FHD+,,,2 Yıl,Resmi Distribütör Garantili,,,AMOLED,,,Yok,,5 - 10 MP,,,3.5 mm,,5G,Var,,Var,,3000 - 4000,8 GB,,Siyah,,Yok,,,,Var,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,60-80 W,https://www.trendyol.com//poco/x5-pro-5g-256-gb-8-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-645987041,15.999 TL,POCO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-a32-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-99574269,10.375 TL,Samsung
,,40 - 60 MP,,3,,,,,4500-5000 mAh,,Bluetooth,,Var,2.0-2.5 GHz,,,128 GB,,Var,6.5'' - 7'',,6 - 8 inÃ§,,,FHD+,,,FHD+,,,2 YÄ±l,,Casper TÃ¼rkiye Garantili,,Var,,,,,20 MP ve Ã¼stÃ¼,,,USB Type-C,,4.5G,,Var,Var,,4000 - 5000,,8 GB,,Gri,Yok,,,,Var,,,1,5 - 10 MP,8 - 14 MP,Var,MediaTek,Android,USB Type-C,,,,,,,,,,,https://www.trendyol.com//casper/via-x30-platin-antrasit-8gb-ram-128-gb-smartphone-p-658586016,7.199 TL,Casper
,,,10 - 15 MP,,,,,,,,,,,,,,,128 GB,,,,"4,5 - 5 inç",,,,,,,,,,1 Yıl,İthalatçı Garantili,,,,,,,,,,,,,,,,,,,4 GB,,Pembe,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-7-plus-128-gb-rose-gold-cep-telefonu-12-ay-garantili-b-kalite-p-320402889,6.499 TL,Apple
,,,40 - 60 MP,,2,,Var,,,5000-6000 mAh,,,,,,,,128 GB,Var,,6'' - 6.5'',6 inç ve üstü,,LCD,HD+,,,,,,,2 Yıl,Realme Türkiye Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,,,5000,4 GB,,Gri,,Var,,,,,,,,,,,,,,Var,,10+,5 - 10 MP,,,Android,Micro-USB,,https://www.trendyol.com//realme/c25y-4gb-ram-128-gb-gri-cep-telefonu-realme-turkiye-garantili-p-259262222,5.199 TL,realme
,Var,,20 - 40 MP,,3,,Yok,,,4000-4500 mAh,,USB,Var,,1.0-1.5 GHz,,,64 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,LCD,HD,,60 Hz,,HD,Var,,2 Yıl,Resmi Distribütör Garantili,,,LED,Var,,Yok,,5 MP ve altı,,,3.5 mm,,4G,Yok,,Var,,1500 ve altı,4 GB,Var,Yeşil,,Yok,,1080p (Full HD),,Yok,,,,,,,,,,Var,Var,1,5 - 10 MP,8 MP,MediaTek,Android,USB Type-C,10-20 W,https://www.trendyol.com//oukitel/c21-pro-4gb-64-gb-yesil-p-238356940,3.695 TL,oukitel
,,,40 - 60 MP,,,,,,,,,,,,,,,128 GB,,,,"6,43 inç",,,,,,,,,,1 Yıl,,,,,,,,,,C seviye-İyi,,,,,,,,,,4 GB,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//oppo/yenilenmis-oppo-a74-128gb-mavi-b-kalite-p-780530174,4.990 TL,Oppo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-10c-128-gb-4-gb-ram-grafit-grisi-cep-telefonu-xiaomi-turkiye-garantili-p-345428050,5.794 TL,Xiaomi
,Var,,10 - 15 MP,,3,,Var,,,3500-4000 mAh,,Micro USB,Var,,1.5-2.0 GHz,P13 Blue Max Lite,,64 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,IPS LCD,HD+,,144 Hz,,FHD+,Var,,2 Yıl,Resmi Distribütör Garantili,,,LCD,Var,,Yok,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,Var,,1500 ve altı,4 GB,Var,Yeşil,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,5 - 10 MP,5 - 8 MP,Samsung,Android,USB Type-C,20-40 W,https://www.trendyol.com//reeder/p13-blue-max-l-2022-4gb-64-gb-yesil-cep-telefonu-reeder-turkiye-garantili-p-160161681,2.525 TL,Reeder
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,,,256 GB,Var,,6.5'' - 7'',"6,8 inç",,,,,,,,,,2 Yıl,KVK Garantili,,,,,,,,48 MP + 12 MP + 12 MP,,,USB Type-C,,5G,Var,,,,5000,12 GB,,Beyaz,,Yok,,,,,,,,,,,,,,Var,,1,20 - 40 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/mi-11-ultra-12gb-ram-256-gb-xiaomi-turkiye-garantili-p-783925522,35.999 TL,Xiaomi
,Var,,40 - 60 MP,,4,,Var,,,5000-6000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,,,256 GB,Var,,6.5'' - 7'',6 inç ve üstü,,LCD,FHD+,,120 Hz,,FHD+,Var,,2 Yıl,Xiaomi Türkiye Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,3.5 mm,,4.5G,Var,,Var,,3000 - 7900,6 GB,Var,Mavi,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Yok,Yok,1,20 - 40 MP,20 - 40 MP,Qualcomm,Android,USB Type-C,20-40 W,https://www.trendyol.com//poco/x3-pro-8gb-ram-256-gb-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-100197085,15.999 TL,POCO
,,,,,,,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,1 Yıl,,,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//oppo/yenilenmis-reno-5-lite-8-128-gb-siyah-cep-telefonu-12-ay-garantili-p-679884371,8.499 TL,Oppo
,Var,,10 - 15 MP,,2,,Yok,,,2000-3000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,iPhone 12,,128 GB,Var,,6'' - 6.5'',"6,1 inç",,OLED,FHD+,,60 Hz,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Var,,10 - 15 MP,,,Lightning,,4.5G,Var,,Yok,,2815,4 GB,Yok,Mavi,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Yok,Yok,1,10 - 15 MP,8 - 14 MP,Apple,iOS,Lightning,10-20 W,https://www.trendyol.com//apple/iphone-12-128-gb-mavi-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-66403057,31.928 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-8-plus-64-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-652847197,9.499 TL,Apple
,Var,,40 - 60 MP,,3,,,,,4000-4500 mAh,,,Var,,,,,1 TB,Var,,7'' Üstü,7 - 10 inç,,AMOLED,Dinamik AMOLED,,,,,,,2 Yıl,Samsung TR Garantili,,,,Var,,Var,,20 MP ve üstü,,,USB Type-C,,5G,Var,,,,3000 - 7900,12 GB,,Bej,,Var,,,,Var,,,,,,,,,,Var,Var,2,5 - 10 MP,5 -10 MP,Qualcomm,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-z-fold5-12-gb-ram-1-tb-cream-p-772198006,66.999 TL,Samsung
,,,60 - 80 MP,,3,,,,,5000-6000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',"6,67 inç",,,,,,,,,,2 Yıl,KVK Garantili,,,,,,,,64 MP + 12 MP + 5 MP + 5 MP,,,USB Type-C,,5G,Yok,,,,5000 ve üstü,8 GB,,Gri,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/redmi-k40-gaming-128gb-beyaz-xiaomi-turkiye-garantili-p-784826840,17.999 TL,Xiaomi
,,,10 - 15 MP,,3,,,,,3500-4000 mAh,,,,,,,,64 GB,Var,,5.5'' - 6'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Reeder Türkiye Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,,,1500 ve altı,4 GB,,Yeşil,,Var,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//reeder/s19-max-4gb-64-gb-yesil-cep-telefonu-reeder-turkiye-garantili-p-639253277,2.799 TL,Reeder
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-note-10s-6gb-ram-128-gb-beyaz-cep-telefonu-xiaomi-turkiye-garantili-p-136726603,8.499 TL,Xiaomi
,,60 - 80 MP,,3,,,,,4000-4500 mAh,,,,,,,,128 GB,,Var,6'' - 6.5'',,"4 - 4,5 inÃ§",,,,,,,,,2 YÄ±l,,Resmi DistribÃ¼tÃ¶r Garantili,,,,,,,5 MP ve altÄ±,,,3.5 mm,,4G,,Var,,,1500Â ve altÄ±,,8 GB,,Siyah,Var,,,,,,,1,20 - 40 MP,,Var,,Android,USB Type-C,,,,,,,,,,,https://www.trendyol.com//oppo/reno-7-128-gb-8-gb-ram-cosmic-black-cep-telefonu-oppo-turkiye-garantili-p-336016183,22.000 TL,Oppo
,Var,,40 - 60 MP,,3,,Var,,,5000-6000 mAh,,,Var,,2.0-2.5 GHz,Gm 23 Dual,,128 GB,Var,,6.5'' - 7'',6 inç ve üstü,,LCD,HD+,,90 Hz,,HD+,Var,,2 Yıl,Üretici Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,3.5 mm,,4.5G,Yok,,Var,,5000 ve üstü,4 GB,Var,Beyaz,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,5 - 10 MP,8 MP ve üstü,MediaTek,Android,USB Type-C,,https://www.trendyol.com//general-mobile/gm-23-dual-128-gb-4-gb-ram-cep-telefonu-p-700072763,5.437 TL,General Mobile
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-note-11-pro-128-gb-8-gb-ram-gri-cep-telefonu-xiaomi-turkiye-garantili-p-342008007,11.360 TL,Xiaomi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-a23-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-268782416,8.198 TL,Samsung
,Var,,10 - 15 MP,,2,,Yok,,,3000-3500 mAh,,Wireless,Var,,1.5-2.0 GHz,iPhone 14,,128 GB,Var,,6'' - 6.5'',"6,1 inç",,FHD Süper AMOLED,Dinamik AMOLED,,120 Hz,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,AMOLED,Var,,Var,,12 MP + 12 MP,,,Lightning,,5G,Var,,Var,,3279,6 GB,Var,Siyah,,Var,,1080p (Full HD),,Var,,,,,,,,,,Var,Var,1,10 - 15 MP,12 MP,Apple,iOS,Lightning,20-40 W,https://www.trendyol.com//apple/iphone-14-128-gb-gece-yarisi-p-355707175,44.299 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-7-32gb-siyah-c-kalite-p-776117748,2.849 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-a54-5g-256-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-679425558,16.999 TL,Samsung
,Var,,40 - 60 MP,,3,,Var,,,4500-5000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,Galaxy A04s,,128 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,FHD Süper AMOLED,FHD+,,90 Hz,,FHD+,Var,,2 Yıl,Resmi Distribütör Garantili,,,AMOLED,Var,,Var,,5 MP ve altı,,,3.5 mm,,4.5G,Var,,Var,,1500 ve altı,4 GB,Var,Pembe,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,5 - 10 MP,5 MP,Samsung,Android,USB Type-C,40-60 W,https://www.trendyol.com//samsung/galaxy-a04s-128-gb-bakir-cep-telefonu-samsung-turkiye-garantili-p-358101845,6.380 TL,Samsung
,,,40 - 60 MP,,3,,,,,4500-5000 mAh,,,,,,Galaxy M13,,64 GB,Var,,6.5'' - 7'',7 inç,,,,,,,FHD+,,,2 Yıl,Samsung TR Garantili,,,LCD,Var,,,,20 MP ve üstü,,,3.5 mm,,4.5G,Yok,,Var,,1500 ve altı,4 GB,,Yeşil,,Yok,,,,,,,,,,,,,,Var,,1,5 - 10 MP,14 - 20 MP,Samsung,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-m13-64-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-322575746,6.500 TL,Samsung
,,,10 - 15 MP,,3,,,,,3500-4000 mAh,,,,,,,,64 GB,Var,,5.5'' - 6'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Reeder Türkiye Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,,,1500 ve altı,4 GB,,Mavi,,Var,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//reeder/s19-max-4gb-64-gb-mavi-cep-telefonu-reeder-turkiye-garantili-p-694950207,2.799 TL,Reeder
,,,40 - 60 MP,,3,,,,,4500-5000 mAh,,,,,,,,128 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,USB Type-C,,4G,Var,,,,1500 ve altı,8 GB,,Çok Renkli,,Yok,,,,,,,,,,,,,,Yok,,1,10 - 15 MP,,,Android,USB Type-C,,https://www.trendyol.com//tecno/pova-4-128-gb-8-5-13gb-ram-gri-kvk-garantili-p-682857425,7.100 TL,Tecno
